Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:

Name:,JustGo-13779M,,,Name:,94THoF 8 seat,,,Firmware:,001.01,,,Boat ID:,HOF
Start Time:,04/10/18 04:51pm,,,Model:,SpeedCoach GPS Pro,,,,,,,Seat Number:,8
Type:,Just Go,,,Serial:,2279979,,,,,,,Port Starboard:,Starboard
System of Units:,Meters/Split500,,,Firmware Version:,2.17,,,,,,,Oar Length:,376
Speed Input:,GPS,,,Profile Version:,0.02,,,,,,,Inboard Length:,113
,,,,Hardware Version:,Rev 11
,,,,LiNK Version:,1.30


Session Summary:

Total Intervals,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,13779.0,0.0,00:54:03.1,00:01:57.9,4.24,00:00:00.0,0.00,34.0,1513,9.1,0.0,150,244,-54,8,31,14,229,458,490,-16,41.86698100,-71.37968050


Interval Summaries:

Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,13779.0,0.0,00:54:03.1,00:01:57.9,4.24,00:00:00.0,0.00,34.0,1513,9.1,0.0,149,244,-54,8,31,14,229,458,490,-16,41.86698100,-71.37968050



Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4.3,0.0,00:00:01.4,00:04:23.1,1.90,00:00:00.0,0.00,41.5,1,4.3,0.0,93,219,-56,6,31,6,301,612,588,-13,41.86698100,-71.37968050
1,---,---,---,---,---,---,---,---,1,---,---,---,206,-55,8,31,9,304,615,675,-12,---,---
1,15.6,0.0,00:00:04.7,00:02:36.2,3.20,00:00:00.0,0.00,20.0,2,11.3,0.0,97,225,-56,6,31,8,313,637,675,-12,41.86688180,-71.37965200
1,27.2,0.0,00:00:07.4,00:02:12.9,3.76,00:00:00.0,0.00,21.0,3,11.7,0.0,104,211,-58,5,32,12,294,594,636,-17,41.86677930,-71.37962270
1,39.6,0.0,00:00:10.2,00:01:58.2,4.23,00:00:00.0,0.00,21.5,4,12.4,0.0,111,190,-58,7,33,13,260,541,571,-16,41.86667110,-71.37958730
1,52.5,0.0,00:00:13.0,00:01:51.8,4.47,00:00:00.0,0.00,21.5,5,12.8,0.0,115,203,-58,7,34,12,269,559,592,-13,41.86655910,-71.37955080
1,64.2,0.0,00:00:15.7,00:01:47.5,4.65,00:00:00.0,0.00,22.0,6,11.8,0.0,120,205,-57,7,34,14,264,547,590,-13,41.86645630,-71.37951760
1,78.4,0.0,00:00:18.7,00:01:43.7,4.82,00:00:00.0,0.00,22.5,7,14.2,0.0,124,211,-58,6,33,12,268,558,577,-13,41.86633270,-71.37947510
1,89.4,0.0,00:00:20.6,00:01:42.2,4.89,00:00:00.0,0.00,25.5,8,11.0,0.0,126,284,-59,7,33,10,313,651,699,-16,41.86623750,-71.37944170
1,99.7,0.0,00:00:22.6,00:01:40.6,4.97,00:00:00.0,0.00,30.0,9,10.3,0.0,127,345,-59,6,32,9,337,673,708,-15,41.86614760,-71.37941070
1,109.8,0.0,00:00:24.7,00:01:35.2,5.25,00:00:00.0,0.00,32.5,10,10.1,0.0,129,355,-58,6,32,9,326,639,676,-14,41.86605940,-71.37938310
1,121.2,0.0,00:00:26.4,00:01:28.3,5.66,00:00:00.0,0.00,32.5,11,11.4,0.0,131,352,-59,5,33,11,314,642,673,-15,41.86595960,-71.37935050
