Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:

Name:,JustGo-2635M,,,Name:,94THoF 3 seat,,,Firmware:,001.01,,,Boat ID:,HOF
Start Time:,04/11/18 07:14am,,,Model:,SpeedCoach GPS Pro,,,,,,,Seat Number:,3
Type:,Just Go,,,Serial:,2279992,,,,,,,Port Starboard:,Port
System of Units:,Meters/Split500,,,Firmware Version:,2.17,,,,,,,Oar Length:,376
Speed Input:,GPS,,,Profile Version:,0.02,,,,,,,Inboard Length:,113
,,,,Hardware Version:,Rev 11
,,,,LiNK Version:,1.30


Session Summary:

Total Intervals,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,2635.5,0.0,00:09:17.9,00:01:45.9,4.72,00:00:00.0,0.00,32.5,274,9.6,0.0,156,249,-50,7,33,15,212,423,482,-15,41.84838800,-71.37478130


Interval Summaries:

Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,2635.5,0.0,00:09:17.9,00:01:45.9,4.72,00:00:00.0,0.00,32.5,274,9.6,0.0,156,249,-50,7,33,15,212,423,482,-15,41.84838800,-71.37478130



Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,1.5,0.0,00:00:01.7,---,---,00:00:00.0,0.00,36.0,1,1.5,0.0,96,195,-42,1,34,8,459,705,780,-10,41.84838800,-71.37478130
1,4.0,0.0,00:00:02.4,00:04:06.3,2.03,00:00:00.0,0.00,85.0,2,2.5,0.0,97,380,-48,3,33,9,403,692,729,-19,41.84836600,-71.37478410
1,11.4,0.0,00:00:04.4,00:02:28.3,3.37,00:00:00.0,0.00,35.0,3,7.4,0.0,99,408,-51,4,33,9,363,662,742,-15,41.84829990,-71.37479030
1,19.4,0.0,00:00:05.8,00:02:01.3,4.12,00:00:00.0,0.00,37.5,4,8.0,0.0,101,435,-54,4,33,10,361,678,730,-15,41.84822840,-71.37480100
1,27.3,0.0,00:00:07.4,00:01:39.6,5.02,00:00:00.0,0.00,38.5,5,8.0,0.0,104,408,-51,4,33,11,322,613,685,-13,41.84815720,-71.37481000
1,36.6,0.0,00:00:08.8,00:01:28.1,5.67,00:00:00.0,0.00,40.0,6,9.3,0.0,106,442,-53,4,34,12,334,650,712,-18,41.84807410,-71.37482110
1,45.4,0.0,00:00:10.4,00:01:23.6,5.98,00:00:00.0,0.00,40.5,7,8.8,0.0,111,435,-54,4,34,11,326,632,678,-16,41.84799610,-71.37483290
1,55.6,0.0,00:00:11.8,00:01:20.1,6.24,00:00:00.0,0.00,41.0,8,10.2,0.0,114,404,-52,5,35,13,300,594,650,-17,41.84790490,-71.37484400
1,64.7,0.0,00:00:13.5,00:01:17.5,6.45,00:00:00.0,0.00,41.5,9,9.2,0.0,120,415,-53,4,34,11,309,606,672,-17,41.84782300,-71.37485570
